4,62,25
3,96,2
7,3,14
6,90,28
6,96,17
7,8,1
8,27,2
8,15,13
5,72,13
5,66,13
9,34,6
4,60,4
1,19,13
8,79,11
6,7,29
6,36,14
8,70,21
7,81,6
7,81,7
4,20,14
1,7,17
8,89,16
2,54,14
1,72,22
1,47,1
3,51,25
7,3,18
8,12,21
6,78,24
2,19,27
6,23,13
4,43,27
2,91,6
7,8,20
3,82,18
7,85,2
3,24,1
8,59,0
8,63,29
1,51,3
8,5,14
7,13,3
5,32,3
9,91,13
2,62,1
7,59,20
9,48,19
9,25,16
4,78,23
3,57,22
5,50,1
4,10,27
1,45,2
4,93,20
9,32,18
1,71,12
7,39,23
3,58,24
5,71,27
2,33,19
5,67,11
5,81,28
8,29,17
3,54,14
7,85,2
2,51,0
9,47,9
6,83,24
3,27,23
2,27,10
8,b,4
9,56,5
6,89,21
6,14,3
4,3,17
5,55,6
3,7,15
9,8,21
9,82,29
1,97,27
8,56,21
8,45,11
6,93,4
3,70,2
2,16,21
9,72,21
1,48,14
1,48,5
2,18,10
7,18,18
8,91,3
3,26,19
3,26,1
4,15,22
5,96,14
8,38,22
3,53,14
1,49,1
8,35,28
4,15,2
1,87,9
5,74,8
9,73,27
1,31,21
4,4,8
6,8,10
3,42,26
7,40,23
5,35,9
5,25,28
3,46,17
1,26,23
9,27,29
3,80,6
4,16,1
5,49,1
6,15,11
8,69,18
1,54,16
4,87,5
9,91,10
6,36,20
1,a,24
7,45,13
1,44,8
3,89,10
4,21,18
1,5,21
5,61,14
8,15,29
7,82,3
8,15,23
-8,83,13
1,31,3
8,78,16
9,84,9
8,18,28
6,59,15
4,50,10
3,94,7
6,36,21
4,15,22
3,67,9
9,94,7
4,34,2
4,82,0
4,52,28
9,23,1
2,46,27
2,68,0
9,77,23
6,56,27
2,24,9
7,63,18
8,53,14
7,36,24
5,43,15
1,76,19
4,54,25
9,12,7
8,34,15
4,12,0
9,23,26
8,5,14
9,74,16
8,67,28
1,89,17
9,35,1
2,23,18
5,47,27
2,54,13
4,97,18
8,8,9
9,80,21
2,51,29
7,tw,4
4,83,28
2,91,8
5,4,15
8,100,2
2,20,8
8,54,9
1,1,26
6,63,9
2,72,6
8,43,13
3,54,4
5,40,9
9,61,23
5,47,3
0,91,25
4,91,10
2,20,6
9,56,25
6,90,7
1,74,15
2,26,29
2,48,14
2,25,22
1,51,16
4,72,3
2,73,17
3,87,5
1,52,24
7,22,1
8,31,29
8,50,19
2,38,22
4,33,8
5,36,28
7,2,3
8,11,6
7,23,26
4,82,12
8,24,23
9,63,12
3,79,26
7,q,14
7,97,1
5,61,4
1,37,8
7,46,21
5,79,3
2,90,26
7,28,16
9,51,25
1,84,21
3,66,28
7,10,5
5,85,29
3,91,14
7,42,10
7,3,5
1,92,23
7,73,2
9,61,25
9,53,5
6,13,20
9,5,7
9,37,27
5,36,1
9,28,25
6,46,20
1,85,5
9,14,24
6,44,20
1,87,18
7,90,18
2,80,2
4,23,18
101,91,27
3,63,13
3,86,12
2,54,9
2,79,24
7,96,3
5,84,21
1,54,28
8,1,1
7,93,27
2,6,24
7,87,14
3,75,22
8,30,2
2,82,14
6,44,18
6,75,9
1,18,11
9,jt,0
2,8,17
3,68,13
9,57,28
6,32,29
5,68,24
7,1,0
1,46,17
2,61,14
9,69,20
7,89,14
7,54,28
9,73,6
3,3,0
6,47,12
3,5,5
3,66,8
9,54,24
6,3,6
3,78,21
8,10,1
9,8,8
7,41,21
3,90,22
6,34,20
3,100,19
8,44,22
4,16,5
1,31,4
9,90,14
5,86,100
9,48,22
4,59,1290
3,99,14
8,6,fa
5,4,21
6,21,as
3,7,10
2,31,28
4,68,11
4,55,aaf
4,35,23
9,12,13
3,6,12
5,32,15
8,7,21
1,9,fa1
6,72,2
7,66,22
7,42,11
7,85,29
8,16,26
7,42,0
8,30,19
7,58,26
5,90,8
4,39,21
5,82,18
2,76,5
6,96,1
2,77,28
4,29,27
1,3,10
9,93,17
3,10,16
7,72,21
3,63,29
5,59,ad1
5,53,12
1,95,23
9,61,23
2,20,22
1,69,7
4,56,23
4,64,23
4,53,27
7,83,12
4,11,6
4,89,21
1,40,26
9,78,3
9,72,15
9,3,7
9,4,0
3,38,12
6,99,15
8,89,16
7,7,29
1,60,6
6,91,13
9,2,8
1,47,13
9,37,8
3,61,17
2,26,8
2,65,0
4,30,7
9,97,5
4,98,28
4,94,6
5,98,11
2,89,17
1,35,20
6,35,17
8,16,25
1,22,1
-10,53,16
2,47,12
6,47,5
7,bd,1
2,58,20
2,50,16
9,19,7
5,86,3
7,4,19
1,100,19
7,67,21
6,42,21
4,71,16
9,59,26
6,84,7
1,52,19
5,61,25
7,46,18
4,91,19
5,73,27
2,63,20
7,23,21
9,54,24
8,66,6
4,85,13
2,62,18
1,55,4
1,7,24
7,3,0
1,10,15
4,70,25
2,25,10
9,40,21
7,76,14
1,40,7
9,14,8
8,84,2
6,86,7
3,48,13
4,56,27
9,2,23
1,86,28
5,82,4
1,15,2
7,88,19
3,31,3
-21,2,7
8,64,14
5,98,7
9,76,0
6,46,22
7,54,20
9,12,28
6,91,8
6,78,12
2,7,25
3,7,2
1,92,3
4,55,29
9,75,0
6,62,2
9,49,24
2,42,6
7,38,23
5,a,2
1,56,4
8,27,20
5,56,14
8,70,9
2,8,3
4,34,11
5,69,25
1,55,23
6,37,20
5,61,16
9,47,7
4,52,9
3,80,26
1,78,6
6,72,1
2,5,28
8,13,9
9,26,19
7,24,7
2,6,14
3,97,25
1,39,12
9,67,10
3,97,29
9,2,5
8,50,17
3,17,17
6,36,6
6,29,15
7,44,14
8,49,19
2,53,26
5,24,22
3,95,12
6,31,28
7,10,19
8,80,13
5,76,20
3,66,0
7,1,15
6,d,8
9,94,8
8,66,12
3,68,7
2,77,13
5,43,18
9,18,17
2,88,2
7,12,3
1,2,5
3,37,20
7,77,4
3,4,25
1,10,19
2,32,16
3,1,27
1,45,4
6,90,14
2,81,8
5,100,5
8,29,14
9,61,9
7,17,7
1,38,20
7,80,24
4,74,15
7,94,0
2,11,20
1,46,21
2,98,3
5,86,11
5,10,12
6,72,11
6,47,29
4,99,4
8,1,2
8,33,2
9,83,13
4,49,24
1,27,8
7,3,26
1,40,11
2,92,6
7,43,24
2,13,22
5,13,5
1,97,20
9,58,1
5,99,9
9,49,10
8,76,11
1,20,26
6,48,27
3,27,4
3,20,12
9,20,27
4,11,21
1,w,24
9,71,12
1,47,21
8,20,28
2,2,0
5,38,23
3,100,11
8,21,16
4,59,17
9,15,4
1,89,17
1,53,10
9,88,7
3,58,17
9,9,24
6,83,19
4,24,6
8,85,22
1,12,13
2,78,0
6,4,4
6,27,7
4,95,10
3,88,20
5,51,11
8,99,24
7,55,17
1,w,14
6,14,9
9,41,21
2,76,26
9,98,13
8,35,20
6,89,17
4,77,22
4,11,7
5,62,23
2,95,3
6,19,7
6,64,7
3,53,20
2,2,26
9,54,8
9,42,1
1,36,8
3,80,24
5,7,12
5,24,24
4,3,17
7,94,15
6,42,29
5,44,25
7,90,26
6,97,4
6,q,1
2,45,6
7,16,11
6,52,9
2,11,11
6,53,16
4,75,5
7,7,6
4,8,17
5,8,10
5,20,16
8,87,23
9,98,23
8,30,11
5,13,21
5,71,2
1,63,9
3,12,23
3,82,12
3,80,21
6,86,17
1,46,6
8,16,27
8,64,29
2,11,18
4,87,26
1,92,19
2,56,11
4,67,11
6,94,0
9,64,24
7,62,25
1,25,6
3,21,20
4,95,29
3,4,27
8,3,2
5,95,7
4,42,12
8,55,8
4,6,2
6,90,7
1,5,23
3,3,7
8,b,6
3,29,3
9,35,20
7,64,0
2,80,12
4,22,14
2,98,8
8,60,5
9,55,4
6,80,2
7,71,4
3,2,0
3,78,23
6,47,20
3,72,3
2,71,9
3,25,20
4,x,26
2,33,0
4,55,15
8,54,0
1,84,28
7,9,7
2,47,24
3,15,3
5,16,14
5,30,16
8,33,19
9,84,14
6,18,26
7,24,18
1,31,15
1,57,13
9,65,19
9,61,26
8,q,13
4,14,4
4,76,4
2,20,6
4,51,5
2,100,22
5,61,10
7,22,23
3,66,12
7,16,6
4,37,11
8,58,19
9,67,23
3,98,10
6,60,24
1,86,16
1,88,8
6,32,7
9,26,3
1,73,21
1,37,10
1,78,3
3,50,2
8,35,13
8,68,6
1,81,19
4,47,4
1,70,19
6,64,17
5,23,0
3,25,9
7,7,3
5,60,21
4,62,0
2,73,4
7,29,17
6,57,13
4,37,10
5,75,25
7,76,15
5,71,25
8,93,9
5,y,4
2,28,25
3,99,0
4,4,16
2,55,17
1,63,13
2,17,4
3,3,6
3,24,21
8,4,26
1,57,29
9,58,24
7,39,10
1,6,2
3,98,9
2,57,21
8,57,5
1,74,22
1,22,7
2,68,15
6,37,0
8,100,8
8,7,2
9,78,10
7,70,29
6,76,25
2,10,5
7,54,15
5,81,21
3,19,18
8,79,16
5,98,1
5,64,25
3,a,9
9,17,28
7,9,9
3,30,14
5,15,1
8,78,8
6,35,8
2,9,23
2,86,24
6,52,9
7,34,20
1,91,28
9,71,25
7,73,25
6,68,20
9,45,3
5,93,6
4,85,15
2,23,26
1,98,14
3,85,12
3,63,28
2,12,23
1,70,19
9,9,16
7,66,3
5,15,23
8,36,11
9,55,14
6,60,16
9,81,3
4,61,15
2,66,18
9,67,17
3,12,11
2,50,4
3,47,7
3,46,3
8,52,1
3,62,15
2,30,27
9,30,24
7,54,10
3,48,20
6,73,2
9,54,10
1,22,7
9,62,12
9,58,5
5,97,21
5,91,3
3,75,14
1,58,11
5,74,25
4,98,6
3,1,20
9,42,9
4,80,29
7,24,2
5,6,25
9,69,24
3,31,15
4,80,23
2,12,10
1,85,2
8,90,12
2,57,10
5,82,22
1,10,27
5,f,27
5,70,0
9,22,14
3,84,20
3,91,10
1,42,1
8,60,16
3,73,26
2,13,8
6,87,29
3,77,8
3,59,11
5,61,11
5,22,15
4,36,3
6,94,11
1,5,20
9,66,9
1,7,11
4,53,28
9,2,16
6,89,1
3,22,22
2,97,29
4,88,23
3,57,10
9,12,25
9,30,5
1,17,19
4,60,17
7,98,17
6,72,3
5,50,3
9,97,24
1,41,17
4,29,15
5,31,5
2,31,22
3,46,12
7,47,a
6,34,5
2,55,5
3,48,4
1,88,3
8,10,10
9,35,11
4,89,24
8,85,0
2,32,13
8,98,11
7,57,4
2,22,7
3,6,0
7,30,5
7,88,22
6,54,27
1,71,8
3,34,19
2,45,26
6,38,14
2,50,23
4,12,29
5,39,7
2,83,4
1,2,13
8,61,16
3,31,23
3,73,17
9,42,28
2,55,29
3,59,23
6,18,0
8,13,15
9,74,13
9,17,25
7,66,25
4,4,26
4,58,10
9,11,2
4,4,27
6,71,26
5,72,19
3,2,2
3,58,13
8,33,4
3,7,27
5,77,16
5,73,4
5,95,10
4,54,24
4,48,22
8,16,4
8,43,19
2,12,29
2,16,17
9,9,2
2,94,27
6,50,18
1,21,25
5,27,8
8,75,25
7,31,25
8,57,11
5,94,12fa
6,89,19
6,84,13
7,47,6
8,85,16
6,99,11
9,59,22
3,77,29
7,11,26
2,22,13
1,19,27
2,46,7
3,73,17
4,83,22
6,17,24
5,64,29
5,69,2
7,93,6
4,16,16
2,76,0
8,70,21
7,50,19
9,65,24
4,9,4
6,62,3
4,61,7
9,76,22
2,26,13
6,68,20
5,11,10
6,75,5
6,67,1
6,64,9
2,15,20
6,13,18
8,23,7
2,32,6
3,10,25
7,14,9
3,8,4
4,9,15
2,92,20
1,30,2
8,18,21
1,6,26
1,47,25
9,2,4
8,61,27
4,71,13
9,70,20
9,50,22
4,73,26
1,4,9
6,17,13
1,16,6
5,3,27
3,7,8
3,53,13
4,8,29
2,14,4
4,36,12
4,26,27
8,84,da
2,86,5
8,100,5
4,87,18
9,18,5
5,80,25
7,60,13
5,51,20
1,40,22
6,50,7
3,87,1
6,34,9
8,87,14
3,93,26
3,65,0
6,51,19
8,8,17
8,49,6
4,26,2
7,11,29
3,35,20
9,67,29
1,87,3
4,20,5
7,53,15
2,49,1
1,24,23
4,28,23
5,72,16
5,74,23
2,38,0
1,88,0
3,56,28
5,80,17
9,21,6
1,13,24
7,9,4
8,6,5
9,88,28
8,92,28
4,59,18
4,30,11
4,80,23
5,48,18
7,93,4
8,3,4
7,60,11
2,45,9
7,89,fd
7,15,23
1,95,20
2,83,7
9,79,26
9,75,27
1,55,23
9,65,23
5,68,24
7,39,13
3,72,16
1,23,15
1,18,1
9,13,9
3,46,29
9,96,11
1,69,22
3,88,21
8,32,26
2,13,14
9,20,2
3,78,16
4,1,9
2,2,1
8,36,4
6,69,18
3,9,13
5,42,3
1,44,27
9,1,12
6,24,21
8,74,7
2,75,2
3,47,a
9,90,1
6,25,29
2,78,21
8,65,1
2,7,19
3,14,19
4,98,22
7,34,12
1,64,22
5,54,27
8,84,25
3,59,6
5,1,5
7,12,22
9,2,12
9,46,21
5,48,0
1,82,0
4,77,2
6,23,7
9,51,11
8,45,15
8,75,14
6,65,25
3,42,23
6,40,2
7,92,27
5,90,27
8,100,24
8,78,10
4,100,15
9,1,18
1,2,25
2,56,15
6,88,14
9,59,25
1,80,17
5,61,29
1,49,13
4,61,0
3,23,0
2,80,24
4,72,25
5,29,20
8,71,22
2,86,26
1,46,4
5,35,16
3,6,17
5,65,26
6,98,0
5,57,vs
9,85,16
7,9,24
1,57,28
8,13,25
8,62,20
5,37,2
7,81,3
1,62,21
7,22,9
3,92,26
2,10,3
7,6,8
6,40,23
9,9,28
6,85,4
8,99,22
6,37,18
7,28,22
7,38,6
6,20,26
4,26,14
2,42,20
6,68,29
7,53,29
5,59,21
1,71,7
5,31,-13
6,30,5
8,54,19
8,82,8
4,22,9
9,16,22
8,87,16
9,13,1
5,100,24
1,49,20
6,33,26
5,15,3
9,12,12
7,94,27
7,58,16
6,14,14
9,20,5
6,61,27
4,95,23
6,28,8
9,42,18
4,12,19
8,43,1
2,32,2
1,22,28
4,15,7
8,28,0
3,89,10
1,86,8
2,22,19
2,34,22
1,43,18
2,28,0
6,83,7
3,23,10
5,97,13
6,80,28
8,53,23
3,3,28
2,6,2
8,30,4
7,10,5
7,41,21
3,60,23
6,7,18
4,49,5
3,45,17
1,34,26
4,54,25
8,31,10
1,40,21
3,65,4
8,81,10
4,14,11
2,61,12
9,80,7
2,63,15
2,83,26
7,70,4
6,47,19
1,61,13
3,41,13
4,31,1
5,73,15
2,81,5
6,11,4
7,29,6
8,54,23
1,94,11
7,43,14
5,46,0
2,29,9
7,50,2
9,3,16
5,79,3
3,73,10
6,83,13
7,79,3
6,15,20
3,73,29
1,11,3
6,55,16
7,62,20
4,88,26
4,55,4
9,74,29
4,88,29
8,82,27
9,35,28
6,67,12
1,39,6
9,56,18
9,89,24
8,72,23
8,47,21
1,63,15
9,41,1
2,5,1
6,1,8
1,9,23
7,11,20
6,83,9
6,95,28
7,83,4
3,31,2
8,4,10
4,30,25
5,33,12
4,13,3
7,52,28
9,35,10
8,11,18
7,97,1
6,5,14
8,34,2
9,4,11
6,37,9
2,43,5
4,52,28
7,4,2
8,13,4
2,80,0
6,9,12
1,70,16
8,18,7
5,58,0
5,18,12
7,7,24
5,70,21
7,21,23
9,51,9
2,25,6
2,31,20
5,15,29
5,27,0
3,35,15
5,91,6
5,61,19
4,19,24
5,30,24
8,59,24
5,93,27
7,2,11
1,23,12
8,91,0
2,25,24
2,75,5
1,38,af
7,25,28
9,30,26
3,12,22
6,39,20
3,17,21
8,68,5
6,61,18
7,47,17
6,92,11
3,4,28
3,71,14
1,62,9
8,99,4
9,88,13
5,6,25
2,83,0
7,50,15
7,77,11
8,53,9
2,76,24
6,85,18
3,59,10
5,93,8
2,30,9
2,74,18
3,77,28
9,47,19
8,15,26
4,13,17
4,96,17
5,55,16
7,90,5
2,8,27
1,29,28
8,61,25
8,47,7
8,6,28
4,85,15
6,1,20
3,65,16
3,75,19
8,24,11
1,70,14
1,12,20
5,37,6
8,4,14
9,11,2
9,71,29
2,84,23
4,89,11
7,47,2
1,61,29
6,77,13
8,81,28
4,10,9
5,82,25
8,71,3
3,1,10
6,99,27
1,17,0
1,60,20
1,33,1
3,55,20
7,36,8
5,67,13
7,86,7
7,58,3
2,12,7
5,82,14
9,51,25
7,45,20
2,6,6
7,91,0
1,29,6
1,12,a1
8,5,2
6,30,29
4,40,26
7,58,22
5,89,1
5,41,14
3,57,5
9,17,21
9,39,29
7,3,4
9,52,6
4,46,3
5,42,21
7,17,25
4,47,5
1,85,8
4,90,25
6,62,16
3,88,8
8,13,12
9,36,25
8,5,13
6,69,20
2,60,12
1,46,7
5,16,19
8,56,27
6,60,20
1,35,23
2,20,29
7,8,12
8,25,29
1,44,7
5,67,6
7,29,6
9,85,12
3,16,24
6,53,1
9,7,18
9,4,16
3,86,28
9,7,28
2,31,9
8,58,13
9,14,23
3,3,8
1,85,fa
3,2,6
5,22,9
8,64,26
4,86,17
2,41,18
8,53,7
7,13,5
7,96,24
3,90,12
7,56,11
8,60,13
6,30,0
1,95,13
8,59,2
3,66,2
9,75,23
4,100,9
1,71,18
5,44,0
3,81,18
4,87,4
1,10,14
9,44,16
3,87,8
8,80,4
7,10,4
9,9,17
6,46,4
7,54,23
7,78,27
9,47,18
4,71,5
9,42,23
9,29,0
5,14,14
8,18,5
2,6,8
3,4,12
1,13,22
3,9,20
1,69,12
7,47,0
2,66,fa
7,69,0
2,14,14
2,32,21
6,25,19
9,61,17
5,66,26
2,44,11
9,30,28
5,39,9
1,66,20
4,5,11
9,27,8
2,95,10
9,16,5
7,7,13
2,33,27
8,97,0
9,21,23
2,57,29
8,56,7
1,11,12
4,28,18
3,91,26
6,37,ga
1,12,16
4,53,10
5,78,7
7,44,19
6,100,7
2,53,21
9,15,19
1,99,10
8,71,8
5,96,1
6,84,2
8,14,17
7,86,25
9,78,5
4,92,8
2,3,20
1,84,3
5,79,21
7,14,22
5,72,10
8,85,17
7,49,25
8,8,27
8,47,15
6,85,29
9,32,10
1,24,3
6,26,15
7,35,13
1,21,7
8,43,15
9,95,15
1,1,6
4,14,14
9,77,4
4,74,16
9,79,21
9,93,10
7,52,25
6,61,23
9,10,25
9,5,10
5,92,1
4,43,15
5,87,7
9,61,4
1,99,7
8,12,4
9,98,9
6,29,7
3,29,27
1,72,26
5,28,8
2,82,21
2,34,20
5,23,16
6,49,20
2,6,11
7,27,21
4,13,13
3,59,5
9,40,8
9,90,27
6,94,7
5,88,4
2,32,15
1,81,23
3,91,25
4,48,2
8,41,25
1,46,23
5,61,28
2,25,23
2,50,24
6,44,1
3,46,27
2,23,4
8,71,12
8,48,8
1,86,4
7,71,4
7,69,27
5,85,12
3,16,25
8,17,26
4,16,1
2,5,24
1,9,19
6,66,26
7,12,0
6,58,27
7,61,12
5,49,22
8,78,20
5,92,12
5,12,14
3,41,22
7,99,11
9,16,10
2,43,15
3,58,23
7,83,28
7,44,27
4,19,15
6,25,13
5,95,11
8,4,12
7,13,16
2,70,19
6,63,5
9,17,12
6,52,24
8,23,1
8,66,21
3,64,1
1,42,12
1,31,24
8,19,9
6,65,29
4,62,16
2,42,24
5,2,9
8,89,4
9,6,22
8,27,2
4,86,-15
9,41,22
6,3,6
1,4,17
9,28,18
6,84,23
9,2,7
